lat;lng;couvert;capacite;payant;type
48.7978655949;2.51351473716;NON;0;NON;inconnu
48.8120654949;2.50994009965;NON;6;NON;arceaux
48.8135103949;2.51004339965;NON;0;NON;inconnu
48.8967798949;2.50615186996;OUI;10;NON;inconnu
48.8830855949;2.52760509965;NON;6;NON;inconnu
48.8837917949;2.53536619965;NON;6;NON;inconnu
48.9221181949;2.51674152587;OUI;10;NON;inconnu
48.7489939949;2.53979579965;NON;10;NON;inconnu
48.8767561949;2.55277259964;NON;10;NON;inconnu
48.9374471949;2.56066009964;NON;12;NON;inconnu
48.5963692949;2.58074979964;NON;0;NON;inconnu
48.5658146949;2.59349609964;OUI;20;NON;inconnu
48.5653235949;2.59385199964;NON;10;NON;inconnu
48.5395147949;2.62362354474;OUI;12;NON;casier
48.8425922949;2.57834696174;OUI;100;NON;ratelier
48.8436399949;2.57877539964;NON;12;NON;inconnu
48.8228597949;2.58080875693;OUI;16;NON;inconnu
48.8743040949;2.58161619964;NON;60;NON;arceaux
48.8411765949;2.58697039964;NON;0;NON;inconnu
48.8414719949;2.58790089964;NON;0;NON;inconnu
48.8294478949;2.38272849967;NON;10;NON;arceaux
48.8395734949;2.59034999964;NON;20;NON;inconnu
48.8273063949;2.38323069967;NON;6;NON;arceaux
48.8788420949;2.59251729964;NON;2;NON;arceaux
48.8274091949;2.38346309967;NON;18;NON;arceaux
48.9528816949;2.60131689964;OUI;28;NON;arceaux
48.8167778949;2.38590219967;NON;8;NON;arceaux
48.9529587949;2.60144639964;NON;8;NON;arceaux
48.8242290949;2.38701529967;NON;8;NON;ratelier
48.9533479449;2.60306999109;OUI;16;NON;inconnu
48.8436486949;2.38304929967;NON;8;NON;arceaux
48.1817364949;2.73527789962;OUI;0;NON;inconnu
48.8435835949;2.38308309967;NON;4;NON;arceaux
48.1813993949;2.73571129962;OUI;0;NON;inconnu
48.8371575949;2.38368529967;NON;10;NON;arceaux
48.5280192949;2.65462869963;NON;0;NON;inconnu
48.8350171949;2.38439599967;NON;18;NON;inconnu
48.7244759949;2.65803089963;NON;0;NON;inconnu
48.8358665949;2.38471679967;NON;8;NON;arceaux
48.7958861449;2.66511675928;NON;0;NON;inconnu
48.8449654949;2.38253729967;NON;12;NON;arceaux
48.8393028949;2.65475609963;OUI;18;NON;inconnu
48.8495401949;2.38414349967;NON;8;NON;inconnu
48.7667194949;2.67623889963;NON;6;NON;inconnu
48.8504703949;2.38368379967;NON;18;NON;arceaux
48.7704463949;2.69011054968;OUI;40;OUI;arceaux
48.8509975949;2.38445339967;NON;12;NON;inconnu
48.8545711449;2.77143894961;OUI;20;NON;abri
48.8435984949;2.38494589967;NON;8;NON;arceaux
48.4067099949;2.79894009961;OUI;36;OUI;abri
48.8328959949;2.38701359967;NON;10;NON;arceaux
48.3798296949;2.94342659959;OUI;0;NON;batiment
48.8520775949;2.38632299967;NON;6;NON;arceaux
48.9592414949;2.8827960996;NON;5;NON;inconnu
48.8505608949;2.38657769967;NON;14;NON;arceaux
48.3844362949;2.95626349959;NON;6;NON;inconnu
48.8521654949;2.38695209967;NON;8;NON;arceaux
48.9592719949;3.02511729958;OUI;16;NON;ancrage
48.8551847949;2.38698619967;NON;6;NON;arceaux
48.8079851949;3.08165969957;NON;12;NON;inconnu
48.8114976949;2.38726709967;NON;4;NON;arceaux
48.9737857949;3.22049049955;OUI;36;OUI;abri
48.8080714949;2.38827089967;NON;0;NON;inconnu
49.1173054948;2.42097569966;OUI;10;NON;ancrage
48.8134864949;2.38927159967;NON;6;NON;arceaux
49.0991123449;2.52530213882;OUI;16;NON;inconnu
48.8360929949;2.38723529967;NON;20;NON;arceaux
48.8350615949;2.38757009967;NON;12;NON;arceaux
48.8390009949;2.38744799967;NON;20;NON;arceaux
48.8389557949;2.38769419967;NON;20;NON;arceaux
48.8412918949;2.38784379967;NON;10;NON;inconnu
48.8409544949;2.38932959967;NON;6;NON;inconnu
48.8496429949;2.38796299967;NON;0;NON;arceaux
48.8558086949;2.38778319967;NON;10;NON;inconnu
48.8518269949;2.38936919967;NON;22;NON;arceaux
48.8366567949;2.39046149967;NON;6;NON;arceaux
48.8424502949;2.38961269967;NON;8;NON;arceaux
48.8504803949;2.38937719967;NON;12;NON;arceaux
48.8628811949;2.38262169967;NON;8;NON;inconnu
48.8671019949;2.38299099967;NON;34;NON;arceaux
48.8608455949;2.38473989967;NON;8;NON;arceaux
48.8732589949;2.38261199967;NON;20;NON;arceaux
48.8782461949;2.38298719967;NON;2;NON;inconnu
48.8755331949;2.38322559967;NON;8;NON;arceaux
48.8631552949;2.38692649967;NON;16;NON;arceaux
48.8767809949;2.38510129967;NON;4;NON;inconnu
48.8794981949;2.38570459967;NON;6;NON;inconnu
48.8907059449;2.38345643847;NON;0;NON;inconnu
48.8985149949;2.38430999967;NON;10;NON;arceaux
48.8831751949;2.38530419967;NON;6;NON;arceaux
48.8856021949;2.38633459967;NON;8;NON;inconnu
48.8950740949;2.38530429967;NON;8;NON;arceaux
48.8725990949;2.38869069967;NON;8;NON;inconnu
48.8773811949;2.38934959967;NON;20;NON;arceaux
48.8684030949;2.38985219967;NON;16;NON;arceaux
48.8737778949;2.38961599967;NON;18;NON;arceaux
48.8846182949;2.38712559967;NON;8;NON;arceaux
48.8924245949;2.38793039967;NON;8;NON;arceaux
48.8811941949;2.38837779967;NON;22;NON;inconnu
48.8815796949;2.38866529967;NON;10;NON;arceaux
48.8879343949;2.38912899967;NON;4;NON;inconnu
48.8827263949;2.38960069967;NON;18;NON;arceaux
48.8839702949;2.39021689967;NON;10;NON;arceaux
48.8878521949;2.38987059967;NON;6;NON;arceaux
48.8922971949;2.39038829967;NON;4;NON;arceaux
48.9381734949;2.35623129967;NON;6;NON;arceaux
48.9072094949;2.36240769967;NON;11;NON;arceaux
48.9067973949;2.36676719967;NON;38;NON;arceaux
48.9260545949;2.36710469967;NON;10;NON;arceaux
48.9458894449;2.3642327323;OUI;32;OUI;arceaux
48.9641542949;2.37197399967;NON;20;NON;inconnu
48.9106756949;2.38428779967;NON;0;NON;arceaux
48.7142707949;2.39564147187;OUI;0;NON;batiment
48.8370516949;2.39173429967;NON;8;NON;arceaux
48.8402419949;2.39324709967;NON;6;NON;inconnu
48.8399777949;2.39386709967;NON;10;NON;arceaux
48.8462440949;2.39281229967;NON;10;NON;inconnu
48.8499069949;2.39325599967;NON;14;NON;autres
48.8502519949;2.39290129967;NON;10;NON;autres
48.8481189949;2.39397559967;NON;14;NON;arceaux
48.8488863949;2.39458609967;NON;10;NON;arceaux
48.8500248949;2.39547919967;NON;8;NON;arceaux
48.8188776949;2.39652569967;NON;10;NON;arceaux
48.8345033949;2.39649479967;NON;10;NON;autres
48.8348523949;2.39725379967;NON;10;NON;arceaux
48.8342998949;2.39754119967;NON;12;NON;arceaux
48.8374027949;2.39767519967;NON;10;NON;arceaux
48.8365900949;2.39833869967;NON;10;NON;arceaux
48.8465087949;2.39736209967;NON;2;NON;inconnu
48.8452821949;2.39794539967;NON;12;NON;arceaux
48.8475133949;2.39825389967;NON;22;NON;arceaux
48.8361986949;2.39891499967;NON;12;NON;arceaux
48.8357187949;2.39952919967;NON;10;NON;arceaux
48.8469307949;2.39933299967;NON;6;NON;arceaux
48.8551044949;2.39970679967;NON;10;NON;inconnu
48.8469297949;2.39986389967;NON;10;NON;arceaux
48.8543566949;2.40039419967;NON;10;NON;arceaux
48.8581779949;2.39178139967;NON;6;NON;inconnu
48.8576500949;2.39197579967;NON;10;NON;arceaux
48.8576396949;2.39251289967;NON;14;NON;inconnu
48.8679567949;2.39248539967;NON;8;NON;arceaux
48.8713501949;2.39202499967;NON;10;NON;inconnu
48.8772290949;2.39242029967;NON;10;NON;inconnu
48.8710364949;2.39349569967;NON;8;NON;inconnu
48.8748227949;2.39354979967;NON;12;NON;arceaux
48.8761819949;2.39480379967;NON;10;NON;arceaux
48.8885385949;2.39253509967;NON;10;NON;arceaux
48.8897597949;2.39302619967;NON;18;NON;arceaux
48.8943528949;2.39182769967;OUI;10;NON;arceaux
48.8868718949;2.39429139967;NON;10;NON;arceaux
48.8867798949;2.39436389967;NON;4;NON;arceaux
48.8567953949;2.39698239967;NON;8;NON;arceaux
48.8665177949;2.39779259967;NON;6;NON;arceaux
48.8800959949;2.39823159967;NON;10;NON;inconnu
48.8572281949;2.39969669967;NON;6;NON;arceaux
48.8639526949;2.39875249967;NON;8;NON;arceaux
48.8629449949;2.40019929967;NON;6;NON;arceaux
48.8643495949;2.40034949967;NON;12;NON;arceaux
48.8775248949;2.40029209967;NON;6;NON;arceaux
48.8827475949;2.39978669967;NON;14;NON;arceaux
48.8848497949;2.40017539967;NON;6;NON;arceaux
48.8976192949;2.39973159967;OUI;24;NON;inconnu
48.8411635949;2.40119969967;NON;0;NON;arceaux
48.8412083949;2.40234879967;NON;10;NON;arceaux
48.8521671949;2.40116699967;NON;28;NON;arceaux
48.8446710949;2.40226449967;NON;8;NON;arceaux
48.8533749949;2.40313649967;NON;8;NON;arceaux
48.8372476949;2.40374079967;NON;4;NON;arceaux
48.8377604949;2.40377219967;NON;12;NON;arceaux
48.8360907949;2.40522019967;NON;2;NON;inconnu
48.8380740949;2.40539399967;NON;6;NON;arceaux
48.8430069949;2.40498999967;NON;6;NON;arceaux
48.8425285949;2.40532639967;NON;20;NON;arceaux
48.8432741949;2.40541299967;NON;6;NON;arceaux
48.8438995949;2.40544069967;NON;10;NON;arceaux
48.8448126949;2.40480539967;NON;16;NON;arceaux
48.8488756949;2.40545559967;NON;16;NON;arceaux
48.8345730949;2.40589319967;NON;0;NON;inconnu
48.8351810949;2.40635289967;NON;14;NON;arceaux
48.8349500949;2.40722469966;NON;16;NON;arceaux
48.8357957949;2.40769009966;NON;12;NON;arceaux
48.8449843949;2.40585299967;NON;8;NON;arceaux
48.8451927949;2.40589629967;NON;12;NON;inconnu
48.8455334949;2.40596589967;NON;10;NON;arceaux
48.8489855949;2.40567549967;NON;10;NON;arceaux
48.8541232949;2.40576039967;NON;14;NON;arceaux
48.8394031949;2.40892979966;NON;16;NON;arceaux
48.8475525949;2.40852679966;NON;30;NON;arceaux
48.8567052949;2.40133359967;NON;8;NON;arceaux
48.8671570949;2.40237359967;NON;12;NON;arceaux
48.8677816949;2.40383199967;NON;4;NON;arceaux
48.8573481949;2.40538399967;NON;8;NON;arceaux
48.8763842949;2.40406559967;NON;8;NON;arceaux
48.8693087949;2.40535159967;NON;10;NON;arceaux
48.8770295949;2.40462869967;NON;10;NON;arceaux
48.8769423949;2.40504359967;NON;14;NON;arceaux
48.8749045949;2.40536389967;NON;8;NON;arceaux
48.8932227949;2.40200489967;NON;10;NON;ancrage
48.8961046949;2.40281849967;NON;12;NON;inconnu
48.8627569949;2.40666509966;NON;8;NON;arceaux
48.8681373949;2.40718679966;NON;6;NON;arceaux
48.8763814949;2.40615759967;NON;10;NON;arceaux
48.8761648949;2.40743749966;NON;8;NON;arceaux
48.8649242949;2.40851669966;NON;8;NON;arceaux
48.8671375949;2.40869969966;NON;8;NON;arceaux
48.8673214949;2.40870929966;NON;14;NON;arceaux
48.8574579949;2.41006099966;NON;8;NON;arceaux
48.8623904949;2.40938839966;NON;8;NON;arceaux
48.8624873949;2.40947369966;NON;8;NON;arceaux
48.8775677949;2.40989699966;NON;12;NON;arceaux
48.8957045949;2.40600729967;NON;12;NON;inconnu
48.7356877949;2.41646139966;OUI;8;NON;arceaux
48.7630729949;2.41434999966;NON;16;NON;arceaux
48.8049258949;2.41370459966;NON;0;NON;inconnu
48.8023590949;2.42081329966;NON;4;NON;arceaux
48.7870047949;2.42326829966;NON;6;NON;arceaux
48.8001082949;2.42262579966;NON;4;NON;arceaux
48.7705203949;2.42608219966;OUI;12;NON;arceaux
48.7862282949;2.42608289966;NON;4;NON;arceaux
48.7904055949;2.42558959966;NON;4;NON;arceaux
48.8029500949;2.42825909966;NON;8;NON;arceaux
48.8130172949;2.41263409966;NON;6;NON;arceaux
48.8166806949;2.41362739966;NON;0;NON;arceaux
48.8468373949;2.41012379966;NON;8;NON;arceaux
48.8473786949;2.41053849966;NON;8;NON;arceaux
48.8558275949;2.41065399966;NON;16;NON;arceaux
48.8537503949;2.41130839966;NON;14;NON;inconnu
48.8511152949;2.41198979966;NON;20;NON;arceaux
48.8415101949;2.41311659966;NON;10;NON;arceaux
48.8470914949;2.41283969966;NON;6;NON;inconnu
48.8453612949;2.41340419966;NON;6;NON;inconnu
48.8215108949;2.41718519966;NON;10;NON;arceaux
48.8328001949;2.41478229966;NON;18;NON;arceaux
48.8495300949;2.41761309966;NON;12;NON;arceaux
48.8464028949;2.41835309966;OUI;0;NON;inconnu
48.8662065949;2.41123619966;NON;16;NON;arceaux
48.8716244949;2.41135609966;NON;8;NON;arceaux
48.8714861949;2.41146169966;NON;8;NON;arceaux
48.8612756949;2.41288279966;NON;8;NON;arceaux
48.8924488949;2.41237879966;NON;8;NON;arceaux
48.8588201949;2.41481829966;NON;6;NON;arceaux
48.8164687949;2.42009009966;NON;8;NON;arceaux
48.8141944949;2.42178559966;NON;0;NON;ratelier
48.8482998949;2.42487449966;NON;20;NON;arceaux
48.8476665949;2.42737019966;NON;6;NON;arceaux
48.8781938949;2.42183799966;NON;10;NON;arceaux
48.8768901949;2.42654429966;NON;6;NON;arceaux
48.9304643949;2.41292399966;NON;0;NON;inconnu
48.5639184949;2.43821525961;OUI;0;NON;abri
48.6237867949;2.42902629966;NON;6;NON;arceaux
48.5927089449;2.46146949454;OUI;10;NON;arceaux
48.6472372949;2.44888359966;NON;6;NON;arceaux
48.6345361949;2.45243039966;OUI;15;NON;arceaux
48.7909874949;2.42858099966;NON;6;NON;arceaux
48.8051721949;2.43200629966;NON;6;NON;arceaux
48.7729256949;2.43522459966;NON;0;NON;ancrage
48.7729806949;2.43537999966;NON;0;NON;ancrage
48.7297109949;2.44659959966;OUI;40;OUI;abri
48.7751407949;2.43845589966;OUI;15;NON;ratelier
48.7860279949;2.44403759966;NON;4;NON;inconnu
48.8040194949;2.44452059966;OUI;20;NON;arceaux
48.8442987949;2.42869939966;NON;12;NON;inconnu
48.8466749949;2.43135349966;NON;6;NON;arceaux
48.8499078949;2.43303849966;NON;12;NON;arceaux
48.8090953949;2.43440759966;OUI;28;NON;arceaux
48.8092236949;2.43674469966;NON;4;NON;inconnu
48.8474483949;2.43434629966;OUI;176;NON;arceaux
48.8524241949;2.43470679966;NON;10;NON;arceaux
48.8464623949;2.43681429966;NON;4;NON;arceaux
48.8474568949;2.43699669966;NON;14;NON;arceaux
48.8398775949;2.43851979966;NON;0;NON;arceaux
48.8493492949;2.43864789966;NON;10;NON;arceaux
48.8506618949;2.43808709966;NON;12;NON;arceaux
48.8368000949;2.44142939966;NON;36;NON;arceaux
48.8519469949;2.44082719966;NON;12;NON;arceaux
48.8502649949;2.44603879966;NON;20;NON;arceaux
48.8627958949;2.44171739966;NON;32;NON;arceaux
48.8608852949;2.44423339966;NON;6;NON;arceaux
48.7895308949;2.45026619966;OUI;12;NON;inconnu
48.7895110949;2.45294239966;NON;14;NON;arceaux
48.7688091949;2.46349639966;NON;0;NON;inconnu
48.8501819949;2.44757209966;NON;6;NON;arceaux
48.8500708949;2.45014249966;NON;30;NON;arceaux
48.8465265949;2.45481479966;NON;10;NON;arceaux
48.8460641949;2.45553909966;NON;26;NON;arceaux
48.8642536949;2.45016979966;NON;18;NON;inconnu
48.8202672949;2.46397669966;OUI;26;NON;arceaux
48.8963583449;2.45884529966;NON;0;NON;inconnu
48.8963876449;2.46055084966;OUI;0;NON;abri
49.0315046949;2.46454129966;NON;0;NON;inconnu
48.7956685949;2.47019519966;OUI;0;NON;inconnu
48.8053393949;2.47531349966;OUI;0;NON;inconnu
48.8122327949;2.47343639966;NON;0;NON;inconnu
48.9006042949;2.46543619966;NON;12;NON;arceaux
48.8488040949;2.47497609966;NON;18;NON;inconnu
48.7982205949;2.48398449965;NON;3;NON;arceaux
48.8052897949;2.48475579965;NON;6;NON;arceaux
48.7985659949;2.48558879965;NON;6;NON;ratelier
48.7987812949;2.48564369965;NON;6;NON;ratelier
48.8014203949;2.48569239965;NON;12;NON;ratelier
48.8028937949;2.48500769965;NON;0;NON;inconnu
48.8049308949;2.48512059965;OUI;0;NON;inconnu
48.8030844949;2.48550249965;NON;6;NON;inconnu
48.8031274949;2.48582819965;NON;48;NON;inconnu
48.8049918949;2.48643459965;NON;36;NON;inconnu
48.8050253949;2.48666259965;NON;20;NON;inconnu
48.8025371949;2.48852649965;NON;6;NON;inconnu
48.7956999949;2.48962239965;NON;4;NON;arceaux
48.7991307949;2.49159629965;NON;9;NON;arceaux
48.8024718949;2.49132869965;NON;0;NON;inconnu
48.8051009949;2.49754959965;NON;6;NON;arceaux
48.7891712949;2.50175609965;NON;0;NON;inconnu
48.8369745949;2.48438599965;NON;10;NON;arceaux
48.8364169949;2.48682279965;NON;18;NON;arceaux
48.8720942449;2.48661339965;OUI;10;OUI;casier
48.8385044949;2.49393357262;OUI;0;NON;abri
48.9315835949;2.49478744965;OUI;0;NON;inconnu
48.9306189949;2.49675819965;NON;0;NON;inconnu
48.9404714949;2.49652389965;NON;0;NON;inconnu
48.9436216949;2.49634219965;NON;4;NON;inconnu
48.9407280949;2.50015429965;NON;6;NON;inconnu
48.6979602949;2.50557839965;OUI;0;NON;batiment
48.6990899949;2.50627729965;OUI;40;OUI;abri
48.5347005949;2.54440149965;NON;10;OUI;inconnu
48.5943929949;2.57400799964;OUI;12;NON;arceaux
48.7527045949;2.50535069965;OUI;20;NON;arceaux
48.7975474949;2.50415159965;NON;6;NON;inconnu
48.8076521949;2.50947109965;OUI;40;NON;arceaux
48.7925661949;2.51432439965;NON;6;NON;inconnu
48.8127052949;2.50956529965;NON;6;NON;arceaux
48.8350426949;2.52008959965;NON;6;NON;ratelier
48.7917027949;2.52129059965;NON;32;NON;arceaux
48.9474744949;2.50484899965;NON;0;NON;inconnu
48.9193547949;2.50717569965;NON;0;NON;inconnu
48.9388489949;2.50777649965;OUI;0;NON;inconnu
48.9170571949;2.53472739965;NON;0;NON;inconnu
48.7988976949;2.55613709964;NON;0;NON;inconnu
48.8489980949;2.55274049964;NON;8;NON;arceaux
48.8138767949;2.55815009964;NON;6;NON;inconnu
48.9373977949;2.56104629964;NON;12;NON;inconnu
48.9374982949;2.56112149964;NON;12;NON;inconnu
48.9405311949;2.56588469964;NON;6;NON;inconnu
48.5653898949;2.59365289964;OUI;40;OUI;arceaux
48.7082724949;2.58533189964;NON;0;NON;inconnu
48.5399647449;2.62427862965;OUI;11;NON;casier
48.8428056949;2.58216689706;OUI;0;OUI;casier
48.8425602949;2.59004079964;NON;0;NON;inconnu
48.8059348949;2.61832529964;OUI;8;NON;arceaux
48.8059417949;2.61837099964;OUI;12;NON;arceaux
48.7883675449;2.63962636827;NON;3;NON;inconnu
48.8499660949;2.63593759963;NON;2;NON;arceaux
48.5278616949;2.65502629963;NON;0;NON;inconnu
48.4128737949;2.70016619962;NON;4;NON;arceaux
48.4756665949;2.69218549963;NON;24;NON;inconnu
48.7258077949;2.65807579963;NON;0;NON;inconnu
48.7826910949;2.65581379963;NON;0;NON;inconnu
48.8399441949;2.65405429963;NON;10;NON;inconnu
48.7652112949;2.67307749963;NON;2;NON;inconnu
48.7667211949;2.67620899963;NON;5;NON;inconnu
48.7703459949;2.68992939963;NON;8;NON;inconnu
48.8365981949;2.71025939962;OUI;12;NON;arceaux
48.3945609949;2.76430669962;OUI;10;NON;autres
48.8554433949;2.77400759961;NON;14;NON;arceaux
48.8564373949;2.78578319961;NON;5;NON;ratelier
48.8542997949;2.78953629961;NON;16;NON;arceaux
48.3783188949;2.79944879961;OUI;40;OUI;inconnu
48.7338862949;2.8678467996;NON;12;NON;inconnu
48.3798350949;2.94350709959;NON;0;NON;inconnu
48.9598698949;2.8786535996;NON;4;NON;inconnu
48.6085627949;2.96651821598;NON;4;NON;inconnu
48.9738200949;3.22053039955;OUI;10;NON;inconnu
48.7181647949;2.25669329969;NON;0;NON;arceaux
48.7243135949;2.26212099969;NON;4;NON;ancrage
48.7242111949;2.26271269969;NON;0;NON;autres
48.7351303949;2.26192959969;NON;12;NON;arceaux
48.8420403949;2.25819959969;NON;8;NON;autres
48.9005073949;2.25485319969;NON;24;NON;arceaux
48.8361968949;2.25949319969;NON;2;NON;inconnu
48.8475724949;2.26003939969;NON;6;NON;inconnu
48.9016094949;2.26103769969;NON;10;NON;arceaux
48.9022262949;2.26205969969;OUI;32;NON;arceaux
48.9098965949;2.24614989969;NON;8;NON;arceaux
48.9062381949;2.24858999969;NON;4;NON;arceaux
48.9232200949;2.25159109969;NON;0;NON;arceaux
48.9223499949;2.25209619969;NON;0;NON;inconnu
48.9058188949;2.25360439969;NON;8;NON;arceaux
48.9056412949;2.25384979969;NON;6;NON;arceaux
48.9114037949;2.25462229969;NON;16;NON;arceaux
48.9235127949;2.25587119969;NON;3;NON;ratelier
48.9217660949;2.25697029969;NON;8;NON;arceaux
48.9238420949;2.25804539969;NON;0;NON;inconnu
48.9469556949;2.25688039969;OUI;40;OUI;abri
48.9864931949;2.25659709969;NON;0;NON;inconnu
48.9887620949;2.25811919969;NON;5;NON;inconnu
48.9227669949;2.25955419969;NON;4;NON;arceaux
48.9082697949;2.26073359969;NON;6;NON;arceaux
48.9089651949;2.26162169969;NON;12;NON;arceaux
48.9891583949;2.25910529969;NON;5;NON;inconnu
48.9897529949;2.26152809969;NON;5;NON;inconnu
48.7203999949;2.26316929968;NON;4;NON;arceaux
48.7260402949;2.26363909968;OUI;20;NON;ratelier
48.7210506949;2.26439069968;NON;8;NON;arceaux
48.7266072949;2.26461869968;NON;10;NON;ratelier
48.7466769949;2.26444939968;NON;8;NON;arceaux
48.7256523949;2.26747559968;NON;12;NON;arceaux
48.7465332949;2.26723399968;NON;10;NON;arceaux
48.7469863949;2.26724099968;NON;8;NON;arceaux
48.7686308949;2.26485639968;NON;4;NON;arceaux
48.8003134949;2.26352519968;NON;0;NON;arceaux
48.7917789949;2.26682719968;NON;12;NON;arceaux
48.7201864949;2.26767719968;NON;8;NON;arceaux
48.7249649949;2.26880659968;NON;8;NON;arceaux
48.7465267949;2.26764329968;NON;10;NON;arceaux
48.7476133949;2.26845559968;NON;4;NON;arceaux
48.7238009949;2.27035489968;NON;4;NON;arceaux
48.7295936949;2.26987339968;NON;8;NON;arceaux
48.7261271949;2.27138159968;NON;10;NON;arceaux
48.7308740949;2.27174749968;NON;8;NON;arceaux
48.7523533949;2.27068749968;OUI;22;NON;arceaux
48.7526260949;2.27082599968;OUI;8;NON;arceaux
48.7525637949;2.27158899968;NON;4;NON;arceaux
48.7526120949;2.27205299968;NON;5;NON;ratelier
48.7622253949;2.27132999968;OUI;0;NON;inconnu
48.8451376949;2.26429879968;NON;14;NON;arceaux
48.8297449949;2.26626839968;NON;4;NON;arceaux
48.8325284949;2.26613029968;NON;24;NON;arceaux
48.8397836949;2.26624349968;NON;4;NON;inconnu
48.9017388949;2.26880919968;NON;32;NON;arceaux
48.8445121949;2.34418449967;NON;38;NON;inconnu
48.8446789949;2.34523189967;NON;12;NON;arceaux
48.8442140949;2.34567869967;NON;20;NON;arceaux
48.8773420949;2.34478129967;NON;10;NON;arceaux
48.8800015949;2.34544419967;NON;14;NON;inconnu
48.8786509949;2.34565579967;NON;10;NON;arceaux
48.8919344949;2.34364049967;NON;8;NON;arceaux
48.8911478949;2.34380049967;NON;10;NON;arceaux
48.8314425949;2.34638109967;NON;18;NON;arceaux
48.8265153949;2.34656579967;NON;30;NON;arceaux
48.8246393949;2.34725239967;NON;4;NON;arceaux
48.8457240949;2.34596049967;NON;36;NON;arceaux
48.8468378949;2.34617999967;NON;32;NON;arceaux
48.8425275949;2.34826529967;NON;2;NON;inconnu
48.8415905949;2.34877779967;NON;12;NON;arceaux
48.8487433949;2.34851939967;NON;10;NON;arceaux
48.8436878949;2.34987679967;NON;6;NON;inconnu
48.8659166949;2.34628359967;NON;22;NON;arceaux
48.8795903949;2.34588909967;NON;10;NON;inconnu
48.8800696949;2.34616459967;NON;10;NON;arceaux
48.8721598949;2.34669169967;NON;18;NON;inconnu
48.8731693949;2.34681509967;NON;8;NON;arceaux
48.8736309949;2.34796039967;NON;8;NON;arceaux
48.8799605949;2.34741939967;NON;10;NON;arceaux
48.8785841949;2.34797629967;NON;10;NON;arceaux
48.8792398949;2.34789829967;NON;26;NON;arceaux
48.8808446949;2.34652519967;NON;10;NON;arceaux
48.8870571949;2.34642659967;NON;18;NON;arceaux
48.8942318949;2.34582269967;NON;10;NON;arceaux
48.8822103949;2.36361569967;NON;24;NON;arceaux
48.8234821949;2.36550289967;NON;10;NON;arceaux
48.8291591949;2.36546679967;NON;4;NON;arceaux
48.8314439949;2.36640119967;NON;10;NON;arceaux
48.8478489949;2.36518159967;NON;10;NON;inconnu
48.8557142949;2.36474269967;NON;10;NON;arceaux
48.8348646949;2.36679752326;NON;25;NON;ratelier
48.8516617949;2.36698039967;NON;10;NON;inconnu
48.8510314949;2.36727729967;NON;10;NON;arceaux
48.8535579949;2.36721269967;NON;10;NON;arceaux
48.8459066949;2.36791129967;NON;4;NON;arceaux
48.8463082949;2.36805209967;NON;10;NON;ratelier
48.8491592949;2.36824359967;NON;14;NON;arceaux
48.8518371949;2.36780609967;NON;10;NON;arceaux
48.8312475949;2.36926659967;NON;6;NON;arceaux
48.8296562949;2.36957949967;NON;6;NON;ancrage
48.8209441949;2.37020699967;NON;10;NON;arceaux
48.8555768949;2.36975609967;NON;7;NON;arceaux
48.8491797949;2.37058999967;NON;12;NON;arceaux
48.8373114949;2.37269819967;NON;16;NON;arceaux
48.8369557949;2.37313879967;NON;12;NON;arceaux
48.8444808949;2.37201399967;NON;8;NON;inconnu
48.8546656949;2.37103789967;NON;4;NON;arceaux
48.8599911949;2.36437989967;NON;10;NON;arceaux
48.8679848949;2.36511779967;NON;40;NON;arceaux
48.8644236949;2.36565019967;NON;12;NON;arceaux
48.8680298949;2.36549609967;NON;14;NON;arceaux
48.8722209949;2.36433069967;NON;12;NON;arceaux
48.8705535949;2.36554769967;NON;32;NON;arceaux
48.8797244949;2.36547669967;NON;12;NON;arceaux
48.8744580949;2.36614179967;NON;18;NON;arceaux
48.8663871949;2.36729529967;NON;28;NON;arceaux
48.8650967949;2.36753899967;NON;8;NON;arceaux
48.8741250949;2.36747119967;NON;0;NON;arceaux
48.8804369949;2.36425779967;NON;18;NON;arceaux
48.8913096949;2.36543869967;NON;4;NON;arceaux
48.8994305949;2.36578439967;NON;10;NON;arceaux
48.8839385949;2.36714619967;NON;26;NON;arceaux
48.8781079949;2.36971819967;NON;18;NON;arceaux
48.8752325949;2.36995039967;NON;10;NON;arceaux
48.8682877949;2.37145839967;NON;10;NON;arceaux
48.8646426949;2.37311309967;NON;22;NON;arceaux
48.8689985949;2.37283079967;NON;14;NON;inconnu
48.8834221949;2.37233499967;NON;4;NON;inconnu
48.7927779949;2.38715399967;NON;5;NON;inconnu
48.8118015949;2.37424579967;NON;8;NON;arceaux
48.7678677949;2.41714239966;OUI;12;NON;arceaux
48.7949786949;2.41604629966;OUI;0;NON;inconnu
48.8058640949;2.42299719966;NON;8;NON;arceaux
48.8065094949;2.42319559966;NON;8;NON;arceaux
48.7778554949;2.42556919966;NON;12;NON;arceaux
48.7619503949;2.42783609966;NON;4;NON;inconnu
48.7944120949;2.42537019966;NON;10;NON;arceaux
48.7903861949;2.42595349966;NON;4;NON;arceaux
48.7964187949;2.42485529966;NON;8;NON;arceaux
48.8048072949;2.42444029966;NON;2;NON;arceaux
48.7918492949;2.42715999966;NON;12;NON;arceaux
48.7861622949;2.42829949966;NON;2;NON;arceaux
48.8144320949;2.41256109966;NON;4;NON;arceaux
